nid	tags	Level And Grammar Point	Link	Connected Grammar Points from jlptsensei (optional)	Notes	construction	examplesentences	title audio	construction audio	examplesentences audio	regexpattern
1775895481579	mainfilter minlong3 minlong4 minlong5 N2	2:それなのに (and yet; despite this; but even so ~)	https://jlptsensei.com/learn-japanese-grammar/%e3%81%9d%e3%82%8c%e3%81%aa%e3%81%ae%e3%81%ab-sore-na-noni-meaning/	Link Connection (2026-04-11 19:38) [2:それなのに (and yet; despite this; but even so ~)|nid1775895481579] [3:くせに (and yet; though; in spite of; despite ~)|nid1775895481276] [3:ながらも (but; although; despite ~)|nid1775895481340] [2:にも関わらず (despite; in spite of; nevertheless; although ~)|nid1775895481467] [4:それでも (but still; and yet; even so ~)|nid1775895481577] [1:ところを (although (it is a certain time/condition); even though normally)|nid1775895481727] [2:にせよ/にしろ/ (even if; regardless; whether... or ~)|nid1775896028439]		"<table class=""table table-bordered table-sm usage""><tbody><tr><td>それなのに</td><td>phrase</td></tr></tbody></table>"	"JP: 毎日残業しているし、休日も出勤した。それなのに給料がまだ少ない。
EN: I work overtime everyday and even work on holidays. Despite that, my salary is still low.

JP: この間に買った時計は高かった。それなのにすぐに壊れた。
EN: The watch I bought recently was really expensive, but despite that it broke right away.

JP: 彼の家は誰よりも学校に近い。それなのにいつも遅刻する。
EN: His house is closer to school than anyone else, but despite that he is always late.

JP: 私は一生懸命勉強している。それなのに成績はよくならない。
EN: I’ve been studying very hard, yet my grades have not improved.

JP: 毎日節約している。それなのに、お金がちっともたまらない。
EN: I’m saving money every day, yet I have no money in my savings.

JP: こんな暑い時に自転車で図書館へ行った。それなのに休館日だった。調べてから行けばよかった。
EN: On this hot day I went to the library by my bicycle, but despite my efforts it was closed. I should have looked up the open hours beforehand.

JP: 昨晩は遅くまで勉強をした。それなのに試験範囲を間違えて、よい点が取れなかった。
EN: Last night I studied until late at night, but despite that I misunderstood the scope of the test and couldn't get a good score.

JP: 早起きするために目覚まし時計を２つセットした。それなのに止めて寝てしまった。
EN: In order to get up early, I set 2 alarm clocks. Despite that, I ended up turning them off and kept sleeping."	[sound:title_2それなのに_and_yet_despite_this_bu_310.mp3]	[sound:grammar_2それなのに_and_yet_despite_this_bu_310.mp3]	[sound:examples_2それなのに_and_yet_despite_this_bu_310.mp3]	それなのに
1775895481580	mainfilter minlong3 minlong4 N2	2:それなら (if that’s the case; if so ~)	https://jlptsensei.com/learn-japanese-grammar/%e3%81%9d%e3%82%8c%e3%81%aa%e3%82%89-sore-nara-meaning/	Link Connection (2026-04-11 21:16) [2:それなら (if that’s the case; if so ~)|nid1775895481580] [2:ものなら (if I/we could; if [A] is possible, then [B]; if one can do something, then ~)|nid1775895481321] [2:としても (assuming; even if ~)|nid1775896028465] [2:とも (even if; no matter (who, what, when, where, why, how); though ~)|nid1775895481729] [2:にせよ/にしろ/ (even if; regardless; whether... or ~)|nid1775896028439] [2:ものか/もんか/ (as if (something untrue were actually true); there's no way ~)|nid1775895481320] [2:そうすると (having done that; if that is done; if it is done in that way)|nid1775895481590] [2:ようでは (if ~ (bad result))|nid1775895481799] [2:ていては (if one keeps doing ~)|nid1775895481644] [3:もしも〜たら~ (if; in the case; supposing ~)|nid1775895481328] [4:場合は (in the event of; in the case that ~)|nid1775895481058]		"<table class=""table table-bordered table-sm usage""><tbody><tr><td>それなら</td><td>phrase</td></tr></tbody></table>"	"JP: 「朝から、調子が悪いです。」「それなら、早く帰って病院へ行ったほうがいいですよ。」
EN: ""I've not been feeling well since this morning.""""If that's the case, then you should head home early and go to the hospital.""

JP: 「道がすごく渋滞しているようだよ。」「それなら、電車で行きましょう。」
EN: “There seems to be some bad traffic jams on the roads.”“In that case then let’s go by train.”

JP: 「何か甘いものを食べたい。」「それなら、冷凍庫にアイスクリームがあるから食べる？」
EN: ""I want to eat something sweet.""""In that case, we have some ice cream in the freezer. Do you want some?""

JP: 「どこか旅行に行こうと思うんだけど。」「それなら、京都がいいよ。」
EN: ""I want to go travelling somewhere.""""In that case, I recommend Kyoto!""

JP: 「新しいスマホが欲しいんだけど、買ってくれない？」「それなら、アルバイトをして自分で買いなさい。」""
EN: ""I want a new smartphone, will you buy me one?""""In that case, get a job and buy it yourself.""

JP: 「このままだと、希望の大学に合格できないと思う。」「それなら、ゲームばかりせず、もっと勉強しなさい。」
EN: ""At this rate, I won't be able to get into my target university.""""In that case, you should stop playing games all the time and study more.""

JP: 「最近、太ってきたから運動しようと思っているんだ。」「それなら、あそこのジムがいいらしいよ。」
EN: ""Lately, I've started gaining weight so I'm thinking of working out.""""In that case, I've heard this gym is good."""	[sound:title_2それなら_if_thats_the_case_if_so_311.mp3]	[sound:grammar_2それなら_if_thats_the_case_if_so_311.mp3]	[sound:examples_2それなら_if_thats_the_case_if_so_311.mp3]	それなら
1775895481581	minlong3 N4	4:それに (besides; in addition; also; moreover ~)	https://jlptsensei.com/learn-japanese-grammar/%e3%81%9d%e3%82%8c%e3%81%ab-sore-ni-meaning/	Link Connection (2026-04-11 19:39) [4:それに (besides; in addition; also; moreover ~)|nid1775895481581] [5:それから (and; and then; after that; since then)|nid1775895481578] [2:それにしても (nevertheless; at any rate; even so; be that as it may ~)|nid1775895481582] [5:そして (and; and then; thus; and now ~)|nid1775895481584]		"<table class=""table table-bordered table-sm usage""><tbody><tr><td>それに</td><td>Phrase</td></tr></tbody></table>"	"JP: チーズバーガー、それにフライドポテトをお願いします。
EN: I'd like a cheeseburger and fries please.

JP: このアニメはとても人気がある。それに、音楽がいい。
EN: This anime is very popular. In addition, it has good music.

JP: それに、私は日本語あまりが話せません。
EN: Furthermore, I can't speak a lot of Japanese.

JP: これはとても美味しい、それに値段もいい。
EN: This is very tasty, and the price is also good.

JP: 母は料理をする。それに、父は皿を洗う。
EN: My mother cooks and my father washes the dishes.

JP: 朝ご飯はご飯、みそ汁、それに、魚ですよ。
EN: Breakfast is rice, miso soup, and fish."	[sound:title_4それに_besides_in_addition_also__312.mp3]	[sound:grammar_4それに_besides_in_addition_also__312.mp3]	[sound:examples_4それに_besides_in_addition_also__312.mp3]	それに
1775895481582	mainfilter minlong3 minlong4 minlong5 minlong6 N2	2:それにしても (nevertheless; at any rate; even so; be that as it may ~)	https://jlptsensei.com/learn-japanese-grammar/%e3%81%9d%e3%82%8c%e3%81%ab%e3%81%97%e3%81%a6%e3%82%82-sore-ni-shitemo-meaning/	Link Connection (2026-04-11 19:38) [2:それにしても (nevertheless; at any rate; even so; be that as it may ~)|nid1775895481582] [1:ならいざしらず/はいざしらず/ (I don't know about ... but; it may be possible for ... but ~)|nid1775895481372] [2:にしても～にしても~ (regardless of whether ~)|nid1775895481438] [2:を問わず (regardless of; irrespective of; no matter)|nid1775895481518] [4:それに (besides; in addition; also; moreover ~)|nid1775895481581] [1:ても知らない (if (you) continue... you'll end up / I don't care about it)|nid1775895481678] [1:とて (even; even if/though ~)|nid1775895481740] [2:はともかく (anyhow; anyway; regardless; in any case; whether or not ~)|nid1775895481771] [2:にせよ/にしろ/ (even if; regardless; whether... or ~)|nid1775896028439] [2:としても (assuming; even if ~)|nid1775896028465]		"<table class=""table table-bordered table-sm usage""><tbody><tr><td>それにしても</td><td>phrase</td></tr></tbody></table>"	"JP: それにしてもあなたは絵が上手ですね。
EN: At any rate, I think you are great at drawing.

JP: それにしても私はあなたが優秀だと思います。
EN: At any rate, I think you are exceptional.

JP: 今日は早く帰ると言ったが、それにしても8時半まで残業した。
EN: He said he would return home early today, but even so he worked overtime until 8:30.

JP: それにしてもあなたは遅くまで働くつもりですか。
EN: Even so, do you still plan to work until late?

JP: 彼女がちょっと遅刻すると言ったが、それにしても遅くない？
EN: She said she would be a little late, but even so, isn't she too late?

JP: 日本の夏はいつも蒸し暑いですよ。それにしても今年はずいぶん蒸し暑いですね。
EN: The Japanese summer is always muggy. Even so, this year is especially muggy.

JP: 今日は早く帰ってねと伝えたけど、それにしても彼がいつも同じ時間に帰った。
EN: I asked him to return home early today, but nevertheless he ended up coming home at the same time as usual.

JP: 彼らは彼がそれを解決するのに手を貸しているが、それにしても難問だ。
EN: They are helping him to solve it, but, all the same, it is a hard problem."	[sound:title_2それにしても_nevertheless_at_any_ra_313.mp3]	[sound:grammar_2それにしても_nevertheless_at_any_ra_313.mp3]	[sound:examples_2それにしても_nevertheless_at_any_ra_313.mp3]	それにしても
1775895481583	minlong3 minlong4 N3	3:それとも (or; or else ~)	https://jlptsensei.com/learn-japanese-grammar/%e3%81%9d%e3%82%8c%e3%81%a8%e3%82%82-soretomo-meaning/	Link Connection (2026-04-11 19:39) [3:それとも (or; or else ~)|nid1775895481583] [2:あるいは (or; either; maybe; perhaps; possibly ~)|nid1775895481047] [4:または (both; or; otherwise​; choice between [A] or [B])|nid1775895481299] [1:のやら～のやら~ (or ~ (I don't know))|nid1775895481485] [1:さもないと (otherwise; or else; if not ~)|nid1775895481549]		"<table class=""table table-bordered table-sm usage""><tbody><tr><td>それとも</td><td>phrase</td></tr></tbody></table>"	"JP: 歩こうか,それとも車で行こうか？
EN: Shall we walk or drive?

JP: コーヒーはホットにしますか？それともアイスにしますか？
EN: Do you want your coffee hot, or would you prefer iced?

JP: 地下鉄で行きますか。それともJRで行きますか。
EN: Will you go by subway or by the JR line?

JP: 飲み物はコーヒーにしますか？それとも紅茶にしますか？
EN: For your drink, would you like coffee or tea?

JP: 始めましょうか。それとも、校長先生がお見えになるまでお待ちしましょうか？
EN: Shall we start? Or shall we wait until the headmaster arrives?

JP: 話し合って決めましょうか。それとも私が決めてしまってもいいですか。
EN: Shall we discuss and decide together? Or is it OK for me to decide on my own?

JP: 次回の会合は来週にしましょうか？それとも再来週の方がいいですか？
EN: For the next meeting, shall we meet next week, or 2 weeks from now?

JP: 大学院に進学しようか、それとも就職しようか迷っています。
EN: I'm struggling to decide whether I should advance my education in graduate school or start working."	[sound:title_3それとも_or_or_else_314.mp3]	[sound:grammar_3それとも_or_or_else_314.mp3]	[sound:examples_3それとも_or_or_else_314.mp3]	それとも
1775895481584	minlong3 N5	5:そして (and; and then; thus; and now ~)	https://jlptsensei.com/learn-japanese-grammar/%e3%81%9d%e3%81%97%e3%81%a6-soshite-meaning/	Link Connection (2026-04-11 19:40)<br>[5:そして (and; and then; thus; and now ~)|nid1775895481584]<br>[5:それから (and; and then; after that; since then)|nid1775895481578]<br>[4:それに (besides; in addition; also; moreover ~)|nid1775895481581]<br>[2:それにしても (nevertheless; at any rate; even so; be that as it may ~)|nid1775895481582]		"<table class=""table table-bordered table-sm usage""><tbody><tr><td>そして</td><td>Phrase</td></tr></tbody></table>"	"JP: そして行ってしまった。
EN: And then (he) was gone.

JP: そして私はあなたに出会った。
EN: And then I met you.

JP: そして、私は朝ごはんを食べました。
EN: And then, I ate breakfast.

JP: ご飯を買った。そして、家に帰った。
EN: I bought dinner and then went home.

JP: 母は料理をする。そして、父は皿を洗う。
EN: My mother cooks and my father washes the dishes.

JP: 昨日は朝7時に起きました。そして、夜10時半に寝ました。
EN: Yesterday I woke up at 7 o'clock. And then went to bed at 10:30 pm.

JP: 私は走りました。そして、のどが渇いたので水を飲みました。
EN: I ran. And then was thirsty so I drank some water.

JP: 私は朝5時に起きました。そして、散歩に出かけました。
EN: I woke up at 5 o'clock. And then I went out for a walk."	[sound:title_5そして_and_and_then_thus_and_now_25.mp3]	[sound:grammar_5そして_and_and_then_thus_and_now_25.mp3]	[sound:examples_5そして_and_and_then_thus_and_now_25.mp3]	そして
1775895481585	minlong3 minlong4 N4 secondfilter そうexpressions	4:そうだ.. (I heard that; it is said that ~)	https://jlptsensei.com/learn-japanese-grammar/%e3%81%9d%e3%81%86%e3%81%a0-sou-da-i-heard-that/	Link Connection (2026-04-11 19:39) [4:そうだ.. (I heard that; it is said that ~)|nid1775895481585] [4:みたいだ (like; similar to; resembling ~)|nid1775895481303] [4:に見える (to look; to seem; to appear)|nid1775895481420] [4:らしい (it seems like; I heard; apparently ~)|nid1775895481539] [4:そうだ~ (looks like; appears like; seeming ~)|nid1775895481586] [4:そうに/そうな/ (seems like; looks like ~)|nid1775895481589] [4:と聞いた (I heard...)|nid1775895481709] [3:とみえる/とみえて/ (it seems that ~)|nid1775895481711] [4:ようだ (appears; seems; looks as if ~)|nid1775895481798] [3:ように見える (to look; to seem; to appear ~)|nid1775895481807]		"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb (casual form)</td><td rowspan=""4"">そうだ<br/>そうです</td></tr><tr><td>Noun + だ</td></tr><tr><td>な-adjective + だ</td></tr><tr><td>い-adjective</td></tr></tbody></table>"	"JP: 彼は仕事をやめるそうだ。
EN: I heard that he will be quitting his job.

JP: 彼は金持ちだそうだ。
EN: He is said to be rich.

JP: 先生によると、来週の試験はむずかしいそうだ。
EN: According to our teacher, next week's test is going to be very hard.

JP: 彼女は今、入院中だそうだ。
EN: I heard she's in the hospital now.

JP: 彼女は有名だそうです。
EN: I heard she is famous.

JP: 彼はまだ独身だそうだ。
EN: I hear he's still single.

JP: 息子さんは今留学中だそうですね。
EN: I heard your son is now studying abroad?

JP: 彼女の妹は英語が得意だそうです。
EN: Her younger sister is apparently really good at English."	[sound:title_4そうだ_I_heard_that_it_is_said_t_316.mp3]	[sound:grammar_4そうだ_I_heard_that_it_is_said_t_316.mp3]	[sound:examples_4そうだ_I_heard_that_it_is_said_t_316.mp3]	(?:だ|た|ない|む|ぐ|る|す|く|ぶ|ぬ|う|だ|い)(?:そうだ|そうです)
1775895481586	falsepositiveprone N4 SuddenActions	4:そうだ~ (「『impression』『sth almost occured/happened (based on visual cues』」) looks like; appears like; seeming ~)	https://jlptsensei.com/learn-japanese-grammar/%e3%81%9d%e3%81%86%e3%81%a0-sou-da-looks-like/	Link Connection (2026-04-11 19:39) [4:そうだ~ (looks like; appears like; seeming ~)|nid1775895481586] [4:みたいだ (like; similar to; resembling ~)|nid1775895481303] [4:に見える (to look; to seem; to appear)|nid1775895481420] [4:そうだ.. (I heard that; it is said that ~)|nid1775895481585] [4:そうに/そうな/ (seems like; looks like ~)|nid1775895481589] [4:と聞いた (I heard...)|nid1775895481709] [3:とみえる/とみえて/ (it seems that ~)|nid1775895481711] [4:ようだ (appears; seems; looks as if ~)|nid1775895481798] [4:ように・ような/ (like; as; similar to ~)|nid1775895481806] [3:ように見える (to look; to seem; to appear ~)|nid1775895481807]	[index2ep12|nid1776709999514]	"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb <s>ます</s> (stem form)</td><td rowspan=""3"">そう<br/>そうだ<br/>そうです</td></tr><tr><td>な-adjective</td></tr><tr><td>い-adjective + <s>い</s></td></tr></tbody></table>"	"JP: いまにも、雨が降りそうだ。
EN: It seems like it's gonna start raining any moment.

JP: その人は倒れそうです。 EN: That person looks like they're about to fall over.

JP: そろそろ雨がやみそうなので、もう少し待ちましょう。 EN: It seems like the rain is going to stop soon, so let's wait a little bit more. JP: (original)花瓶が落ちそうだ。 EN: The vase was about to fall.&nbsp;&nbsp;
JP: どうしたの？眠そうだね。
EN: What's wrong. You look pretty sleepy..

JP: わぁ、おいしそうな料理がたくさんありますね。
EN: Wow, there's a lot of really good looking food here!

JP: 彼女が料理を作ってくれたが、見た目が悪くてまずそうだ。
EN: My girlfriend cooked some food for me, but the appearance was really bad and looked very unappetizing.

JP: 彼女と別れたとき、彼女がすごく泣きそうでした。
EN: When I broke up with my girlfriend, she looked like she was about to cry.

JP: 彼女は嬉しそうな表情で教室に入ってきた。
EN: He entered the classroom with a happy looking expression."	[sound:title_4そうだ_looks_like_appears_like_s_317.mp3]	[sound:grammar_4そうだ_looks_like_appears_like_s_317.mp3]	[sound:examples_4そうだ_looks_like_appears_like_s_317.mp3]	(?:そう|そうだ|そうです)
1775895481587	minlong3 minlong4 minlong5 N2 secondfilter そうexpressions	2:そう言えば (come to think of it; now that you mention it ~)	https://jlptsensei.com/learn-japanese-grammar/%e3%81%9d%e3%81%86%e8%a8%80%e3%81%88%e3%81%b0-sou-ieba-meaning/	Link Connection (2026-04-11 21:16) [2:そう言えば (come to think of it; now that you mention it ~)|nid1775895481587] [1:に言わせれば (if you ask; if one may say ~)|nid1775895481398] [2:から言うと (in terms of; from the point of view of ~)|nid1775895481216] [3:といえば (speaking of; when you talk of; when you say; if it were the case that ~)|nid1775895481689] [4:という (called; named; that ~)|nid1775896028456]		"<table class=""table table-bordered table-sm usage""><tbody><tr><td>そういえば</td><td>phrase</td></tr></tbody></table>"	"JP: そういえば、子供のころ、両親と一緒にここに来たことを覚えている。
EN: Come to think of it, I remember coming here together with my parents during my childhood.

JP: いい家ですね。そういえば、お兄さんは建築家さんでしたよね。
EN: It’s a very nice house. Come to think of it, isn’t your big brother an architect?

JP: そういえば、昨日のテストはどうでしたか？　よくできましたか？
EN: Come to think of it, how was yesterday's test? Did you do well?

JP: あれ、雨？そういえば、天気予報で午後から雨が降るって言ってたね。
EN: Is that rain? Come to think of it, the weather report said it would rain in the afternoon.

JP: 売り場が混んでいると思ったら、チョコレートか。ああ、そういえば、明日はバレンタインデーだった。
EN: The shops are full of people who want to buy chocolate. Come to think about it, tomorrow is Valentine’s Day.

JP: 今度、美味しいスイーツを食べに行きたいですね。そう言えば、あそこに新しいケーキ屋ができていましたよ。
EN: I'd like to go and eat some delicious sweets next time. Come to think of it, there's a new cake shop over there.

JP: 今日は、遅刻の人が多いですね。そう言えば、事故で渋滞しているとラジオで言っていました。
EN: There's a lot of people late today. Come to think of it, I heard on the radio that there was an accident and traffic was being delayed."	[sound:title_2そう言えば_come_to_think_of_it_now_318.mp3]	[sound:grammar_2そう言えば_come_to_think_of_it_now_318.mp3]	[sound:examples_2そう言えば_come_to_think_of_it_now_318.mp3]	そういえば
1775895481588	minlong3 minlong4 minlong5 N3 secondfilter そうexpressions	3:そうもない/そうにない/ (very unlikely to; showing no signs of ~)	https://jlptsensei.com/learn-japanese-grammar/%e3%81%9d%e3%81%86%e3%82%82%e3%81%aa%e3%81%84-sou-mo-nai-%e3%81%9d%e3%81%86%e3%81%ab%e3%81%aa%e3%81%84-sou-ni-nai-meaning/	Link Connection (2026-04-11 19:39) [3:そうもない/そうにない/ (very unlikely to; showing no signs of ~)|nid1775895481588] [2:恐らく (perhaps; likely; probably; I dare say ~)|nid1775895481531] [4:そうに/そうな/ (seems like; looks like ~)|nid1775895481589] [4:づらい (difficult to do ~)|nid1775896028478]		"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb (ます stem) <s>ます</s></td><td>そうもない<br>そうにない</td></tr></tbody></table>"	"JP: 先生、明日までに宿題ができそうにないんですが、もう少し待っていただけませんか。
EN: Teacher, I won't be able to finish my homework by tomorrow, could I possibly get an extension?

JP: そんなことは起りそうもないですね。
EN: That does not seem likely to occur.

JP: このプロジェクトは一人のカでは完成できそうにない。
EN: With this project it doesn't look like it will be finished with only one person's power.

JP: すみません、今日中に仕事を終わりそうにないんですが、明日でもよろしいでしょうか。
EN: Sorry, it doesn't look like this work will be finished today. Is it alright if I get it to you tomorrow?

JP: できそうもないことを、簡単に引き受けるな。
EN: Don't take on things that you can't do easily.

JP: どう考えても彼と私が再会することはありそうもないのだ。
EN: He and I would likely never meet again.

JP: 今の私の安い給料では、何年働いても自分の家は買えそうもない。
EN: With my current low salary, I’m not going to be able to buy a house no matter how many years I work.

JP: この渋滞では約束の時間に間に合いそうもない。
EN: With this traffic jam, I’m not gonna make it to my appointment on time.

JP: 最近、仕事が忙しくて、同窓会に行けそうにないよ。
EN: I'm very busy lately so it doesn't look like I'll be able to attend the reunion party.

JP: 天気予報では雪を降ると言っていたが、この様子だと全く降りそうにない。
EN: The weather report said it would snow, but it doesn't look like it will snow at all."	[sound:title_3そうもないそうにない_very_unlikely_to_s_319.mp3]	[sound:grammar_3そうもないそうにない_very_unlikely_to_s_319.mp3]	[sound:examples_3そうもないそうにない_very_unlikely_to_s_319.mp3]	(?:そうにない|そうもない)
1775895481589	minlong3 N4 secondfilter そうexpressions	4:そうに/そうな/ (seems like; looks like ~)	https://jlptsensei.com/learn-japanese-grammar/%e3%81%9d%e3%81%86%e3%81%ab-%e3%81%9d%e3%81%86%e3%81%aa-sou-ni-sou-na-meaning/	Link Connection (2026-04-11 21:16) [4:そうに/そうな/ (seems like; looks like ~)|nid1775895481589] [4:そうだ~ (looks like; appears like; seeming ~)|nid1775895481586] [3:とみえる/とみえて/ (it seems that ~)|nid1775895481711] [4:に見える (to look; to seem; to appear)|nid1775895481420] [4:みたいだ (like; similar to; resembling ~)|nid1775895481303] [3:ように見える (to look; to seem; to appear ~)|nid1775895481807] [4:らしい (it seems like; I heard; apparently ~)|nid1775895481539]		"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb <s>ます</s> (stem form)</td><td rowspan=""3"">そうに + Noun/Verb<br/>そうな + Noun/Verb</td></tr><tr><td>な-adjective + だ</td></tr><tr><td>い-adjective + <s>い</s></td></tr></tbody></table>"	"JP: 楽しそうに見える。
EN: You look like you are having fun.

JP: 楽しそうに見えた。
EN: You looked like you were having fun.

JP: 彼は忙しそうに見えます。
EN: He looks busy.

JP: 彼はつまらなそうに映画を見ている。
EN: He seems really bored watching the movie.

JP: 彼女は楽しそうな人です。
EN: She seems like a very fun person.

JP: 彼はとてもやさしそうな人です。
EN: He seems like a very nice person.

JP: とてもおいしそうな料理ですね。
EN: This food looks really delicious.

JP: 面白そうな建物ですね。
EN: This building looks really interesting."	[sound:title_4そうにそうな_seems_like_looks_like_320.mp3]	[sound:grammar_4そうにそうな_seems_like_looks_like_320.mp3]	[sound:examples_4そうにそうな_seems_like_looks_like_320.mp3]	(?:そうに|そうな)
1775895481590	minlong3 minlong4 minlong5 N2 secondfilter そうexpressions	2:そうすると (having done that; if that is done; if it is done in that way)	https://jlptsensei.com/learn-japanese-grammar/%e3%81%9d%e3%81%86%e3%81%99%e3%82%8b%e3%81%a8-sou-suru-to-meaning/	Link Connection (2026-04-11 21:16) [2:そうすると (having done that; if that is done; if it is done in that way)|nid1775895481590] [2:からすると/からすれば/ (judging from; considering; by the look of ~)|nid1775895481221] [2:それなら (if that’s the case; if so ~)|nid1775895481580] [2:ものなら (if I/we could; if [A] is possible, then [B]; if one can do something, then ~)|nid1775895481321] [2:ようでは (if ~ (bad result))|nid1775895481799] [2:としても (assuming; even if ~)|nid1775896028465] [2:にせよ/にしろ/ (even if; regardless; whether... or ~)|nid1775896028439] [2:ていては (if one keeps doing ~)|nid1775895481644] [3:とすれば・としたら・とすると// (in the case of~; assuming~; if A then B)|nid1775895481716]		"<table class=""table table-bordered table-sm usage""><tbody><tr><td>そうすると</td><td>phrase</td></tr></tbody></table>"	"JP: まだ出発しないの？そうすると、約束の時間に間に合わないよ。
EN: You haven't left yet? You're not going to make it on time now.

JP: 私は大学を早く卒業したいです。そうすると、仕事をやって親に返報できます。
EN: I want to hurry and graduate university. Once that is done I can start working and pay back my parents.

JP: テニスの練習は土曜日の朝にしよう。そうすると、土曜日の午後は、時間ができる。
EN: Let's have tennis practice on Saturday morning. That way we can have time in the afternoon.

JP: 帰る前に社内を回ってみた。そうすると、トイレの電気がまだついて、気づいた。
EN: Before heading home, I walked around the inside of the company. By doing so, I noticed that the bathroom light was still on.

JP: そうすると彼は、目の前にあったペンを手にとってなにやらメモし始めた。
EN: Having done that, he grabbed the pen in front of him and started writing something.

JP: 東京へ新幹線で行くの？そうすると、電車よりお金が3倍にかかるよ。
EN: You're going to Tokyo by bullet train? That way the fee is 3 times higher than the normal train.

JP: その方法はいいかもしれない。そうすると、仕事は少し楽になる。
EN: That method may be good. By doing so, work will get a little easier."	[sound:title_2そうすると_having_done_that_if_tha_321.mp3]	[sound:grammar_2そうすると_having_done_that_if_tha_321.mp3]	[sound:examples_2そうすると_having_done_that_if_tha_321.mp3]	そうすると
